SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,INCTIME,FIRSTINC,BONUS,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,TYPE2,STATUS2,DATE2,NCALLS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,INCTIME2,FIRSTIN2,SPECIAL2,MEALS2,OPEN2R,HRSOPEN2,PSODA2,PFRY2,PENTREE2,NREGS2,NREGS112
244,3,1,1,0,0,1,0,0,0,3,12,30,3,4.25,4,0.25,0,40,2,6,18,1.17,1.12,1.02,4,3,1,1,111192,NA,16,12,6,5.05,26,0.25,0,2,7,17,1.11,1.12,1.05,5,3
247,4,0,1,0,0,1,0,0,0,3,0,40,4,4.5,13,0.1,0,75,2,10.5,15.5,1.06,1.05,1.06,2,2,2,1,121792,7,0,40,4,5.05,NA,NA,1,2,10.5,15.5,1.11,1.09,2.07,2,2
248,4,0,1,0,0,1,0,0,0,2,8,16,6,4.75,13,0.37,0,NA,2,10,16,1.17,0.95,0.85,2,2,1,1,111392,NA,10,14,6,5.05,26,0.25,0,2,10,16,1.37,0.95,2.03,2,1
249,1,0,1,1,0,0,0,0,1,1,6,6,4,4.37,4,0.25,0,63,1,7,15,1.13,1.06,0.95,3,2,1,1,110992,NA,10,12,3,5.05,4,0.1,0,1,7,15,1.01,1.01,0.94,3,2
250,2,1,1,1,0,0,0,0,1,2,1,4,2,4.5,13,0.3,0,100,1,11,10,0.85,NA,NA,4,1,1,1,111292,NA,2,4,3,5.05,6,0.25,0,1,11,10,0.94,0.84,2.52,5,3
253,3,1,1,1,0,0,0,0,0,0,7,7,3,4.87,52,NA,0,NA,2,7,13,1.23,1.06,2.3,2,2,1,1,111192,NA,4,8,6,5.05,52,0.23,NA,2,7,16,1.23,1.11,2.28,3,2
258,1,0,1,1,0,0,0,0,0,0,4,22,3,4.25,8,0.15,0,38,2,7,16,1.06,0.92,0.9,3,3,1,1,110992,NA,20,18,3,5.05,13,NA,0,2,6,18,1.08,0.94,0.84,3,3
260,1,1,1,1,0,0,0,0,0,2,10,20,4,4.25,4,0.17,1,100,2,7,16,1.06,0.93,0.88,4,2,1,1,110992,NA,4,26,5,5.05,8,0.28,0,2,7,16,1.09,0.94,0.93,3,3
262,1,0,1,1,0,0,0,0,0,0,7,13,3,4.25,13,0.25,0,78,2,6.5,16.5,1.06,0.95,1.06,4,4,1,1,110992,NA,0,22.5,3,5.05,NA,0.25,0,2,6.5,17.5,1.08,1.02,0.87,3,3
264,1,0,1,1,0,0,0,0,0,5,0,10,2,4.25,13,0.25,1,60,3,7,15,1.02,0.88,0.91,2,2,2,1,121492,2,0,23,5,5.05,14,NA,0,2,7,16,1.05,1.11,0.94,3,3
267,1,0,1,1,0,0,0,0,0,0,6.5,20,3,4.25,26,0.22,0,80,2,7,16,0.9,0.8,0.8,3,2,1,1,110992,NA,30,25,5,5.05,26,0.2,0,3,7,16,1.05,0.88,0.91,3,2
269,2,1,1,1,0,0,0,0,0,0,2,10,3,4.45,13,0.12,0,33,2,11,10,0.95,0.69,1.5,4,3,1,1,111892,3,10,3,4,5.05,26,0.17,0,2,11,11,0.94,0.73,2.32,4,3
273,2,1,1,1,0,0,0,0,0,0,2,14,4,4.62,13,0.2,0,95,1,11,10,0.95,0.74,2.34,4,3,1,1,111792,2,2,11,3,5.05,6,0.18,0,1,11,10,0.95,0.74,2.32,4,3
275,2,1,1,1,0,0,0,0,0,0,4,4,4,4.25,9,0.25,0,38,2,11,11,0.95,0.79,2.34,4,3,1,1,111492,2,1,8,2,5.05,13,0.39,0,1,11,10.5,0.94,0.73,2.32,4,2
277,2,1,1,1,0,0,0,0,0,0,2,15,3,4.25,9,0.25,0,10,3,11,10,0.95,0.85,2.34,3,3,1,1,111492,1,1,14,3,5.05,NA,NA,0,1,11,10,0.94,0.73,2.32,3,3
278,2,1,1,1,0,0,0,0,0,0,3,4,3,4.25,3,0.25,0,43,2,11,10,0.95,0.74,2.19,4,3,1,1,111392,NA,0,9,4,5.05,NA,NA,0,1,11,11,0.95,0.73,2.32,5,3
284,3,1,1,1,0,0,0,0,0,1,5,23,4,4.5,13,0.25,1,88,2,6,16,1.02,0.91,0.91,5,4,1,1,111692,1,6,12,3,5.05,26,0.28,0,2,6,16,1.01,1.01,0.94,4,3
285,3,1,1,1,0,0,0,0,0,1,3,25,3,4.75,4,0.25,0,70,2,6,16,1.02,0.91,0.8,4,2,1,1,111292,NA,3,15,3,5.05,52,0.13,0,2,6,16,1.01,1.01,1.01,4,2
286,3,1,1,1,0,0,0,0,0,4,1,15,3,4.75,13,0.25,0,66,2,10,11.5,1.12,NA,0.95,2,1,1,1,111692,1,2,15,3,5.05,26,0.18,0,2,10,11.5,1.02,1.01,0.94,2,1
287,3,1,1,1,0,0,0,0,0,2,3,18,3,4.5,13,0.17,0,70,2,6,16,1.06,0.91,0.95,5,3,1,1,111292,NA,2,15,3,5.05,4,0.15,0,2,6,16,1.01,1.01,0.94,5,3
288,3,1,1,1,0,0,0,0,0,3,0,20,3,4.75,NA,0.25,0,15,2,6,16,1.02,0.95,0.95,6,4,1,1,111292,NA,5,9,3,5.05,19,0.15,0,2,6,16,1.01,1.01,0.89,5,2
289,3,1,1,1,0,0,0,0,0,2,2,12,2,4.25,13,0.2,0,50,2,6,16,1.02,0.95,0.95,5,3,1,1,111292,NA,3,10,2,5.05,26,0.25,0,2,7,15,1.01,1.01,2,6,3
290,4,0,1,1,0,0,0,0,0,1,8,12,3,4.75,26,0.1,0,35,3,10.5,12.5,0.95,0.89,0.95,2,2,1,1,111392,1,0,23,2,5.05,NA,NA,0,1,10.5,11.5,1,0.85,0.94,2,2
291,4,0,1,1,0,0,0,0,0,0,4,20,3,4.55,16,0.12,0,25,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,111392,NA,5,16,3,5.1,17,0.1,1,2,10.5,11.5,1,0.85,0.94,2,2
292,4,0,1,1,0,0,0,0,1,2,10,15,3,4.8,26,0.12,0,2,1,7,16,0.95,0.92,0.95,2,1,1,1,111392,NA,15,11,3,5.05,52,0.25,1,1,7,16,1,0.84,2.69,2,2
297,1,1,1,0,0,1,0,0,0,1,9,15,3,4.25,13,0.05,0,100,2,7,16,1.06,0.91,0.98,3,3,1,1,111792,2,15,30,4,5.05,26,0.15,0,2,7,16,1.05,0.94,0.98,3,2
303,3,1,1,0,0,1,0,0,0,0,10,35,3,4.35,26,0.27,1,28,2,6,17,1.12,1,1.02,6,5,1,1,111692,NA,12,35,3,5.05,13,0.15,0,2,7,16,1.05,1.05,1.05,5,3
304,3,0,1,0,0,1,0,0,0,3,10,20,3,4.5,26,0.37,0,50,2,6,17,1.27,1.27,2.24,5,3,1,1,111292,NA,10,15,4,5.05,26,0.38,1,1,0,24,1.4,1.29,1.05,5,5
305,3,1,1,0,0,1,0,0,0,2,0,20,3,4.39,NA,NA,0,NA,2,6,17,1.27,1.27,1.06,5,4,1,1,111792,1,5,22,4,5.05,2,0.35,0,1,6,18,1.37,1.31,1.05,5,4
307,3,1,1,0,0,1,0,0,0,0,17.5,17.5,4,4.25,15,0.5,0,90,2,6,18,1.19,1.19,1.06,5,5,1,1,111892,1,25,25,6,5.2,NA,NA,0,2,0,24,1.26,NA,1.05,5,5
310,4,0,1,0,0,1,0,0,0,2,0,28,4,4.25,13,0.25,1,61,2,10.5,11.5,0.91,0.91,1.94,2,1,1,1,111392,NA,3,23,3,5.05,26,0.3,0,2,10.5,11.5,0.97,0.9,2.06,2,2
312,1,0,1,1,0,0,0,0,1,3,4,6,3,4.25,10,0.22,0,100,1,8,11,1.22,1.06,0.93,3,1,1,1,110992,NA,3,2,3,5.05,4,0.25,0,1,9,10,1.26,1.05,1.02,3,1
313,1,0,1,1,0,0,0,0,1,0,11,9,4,4.5,4,0.25,0,80,1,7,15,1.06,0.93,0.94,3,2,1,1,110992,NA,0,30,NA,5.05,8,0.25,0,1,7,15,1,1.01,0.89,3,3
314,1,0,1,1,0,0,0,0,1,8,8,12,3,4.62,4,0.25,0,80,1,7,15,1.06,0.95,0.91,3,2,1,1,110992,NA,15,6,4,5.25,13,0.15,0,1,6,16,1.05,0.74,0.94,3,3
316,1,1,1,1,0,0,0,0,1,0,15,15,3,4.62,8,0.25,0,10,2,7,16,1.06,0.92,0.87,3,2,1,1,111692,NA,12,14,3,5.05,26,0.15,1,2,7,16,1.05,0.94,0.94,NA,NA
317,1,0,1,1,0,0,0,0,1,3,0,8,2,4.25,13,0.17,0,100,1,8,12,1.22,0.93,0.96,3,1,1,1,111792,1,4,0,3,5.05,8,0.13,0,1,8,10.5,1.26,1.05,1.05,2,1
318,2,0,1,1,0,0,0,0,1,3,5,7,3,4.75,13,0.25,1,36,2,11,12,1.23,0.98,2.61,3,3,1,1,111292,NA,7,6,4,5.05,13,0.5,1,1,10.5,11.5,1.11,0.95,2.59,3,3
319,2,0,1,1,0,0,0,0,1,2,0,11,3,4.62,2.5,0.12,1,NA,2,10.5,12.5,1.06,0.85,3.95,NA,NA,1,1,111292,NA,22,4,3,5.05,13,0.25,1,1,10.5,11.5,0.95,0.9,2.43,4,3
322,3,1,1,1,0,0,0,0,1,0,8,13,4,4.75,13,0.15,0,25,2,6,16,1.06,1.06,1.02,6,2,1,1,111692,1,12,5,4,5.05,13,NA,0,2,7,15,0.96,1.01,0.94,6,3
325,3,1,1,1,0,0,0,0,1,0,4,15,4,4.5,10,0.25,0,50,2,6,15,1.09,1.06,0.79,6,3,1,1,111692,NA,1,15,3,5.05,26,0.1,0,2,7,15,1.02,1.01,1.01,6,3
333,1,0,1,0,1,0,0,0,0,0,2,16.5,4,4.25,13,0.2,0,100,2,7,15,1.02,0.88,0.82,4,NA,1,1,110992,NA,3,20,3,5.05,13,0.18,0,2,7,15,1.04,0.87,0.87,3,3
336,1,0,1,1,0,0,0,0,0,2,28,12,4,4.5,4,0.2,0,80,2,7,15,1.02,0.91,0.93,3,2,1,1,110992,NA,10,20,5,5.05,6,0.2,0,2,6,16,0.95,1.05,0.94,3,3
337,1,1,1,1,0,0,0,0,0,0,5,29.5,5,4.87,NA,0.3,0,90,3,7,17,1.06,0.93,0.93,4,3,1,1,110992,NA,25,5,3,5.05,26,NA,0,2,7,17,NA,NA,NA,NA,NA
339,1,1,1,1,0,0,0,0,0,2,18,6,2,4.25,26,0.37,0,70,3,7,16,1.06,0.85,0.95,3,3,1,1,111692,NA,5,9,2,5.05,13,0.25,1,1,7,16,0.95,0.95,0.95,3,3
340,1,0,1,1,0,0,0,0,0,3,6,30,3,4.25,26,0.1,0,30,2,7.5,14.5,0.96,0.95,0.85,5,4,1,1,111692,NA,15,17,2,5.05,8,0.15,0,2,6,16,1.05,0.84,0.84,5,4
341,2,1,1,1,0,0,0,0,0,0,2,7,2,4.62,4,0.25,0,33,1,11,9.5,0.95,0.74,2.34,3,3,1,1,111492,NA,3,7,3,5.05,NA,NA,0,1,11,11,0.9,0.84,2.32,4,2
343,2,1,1,1,0,0,0,0,0,0,10,6,2,4.75,26,0.25,0,43,2,11,10.5,0.95,0.74,2.34,4,3,1,1,111892,4,4,11,2,5.05,6,0.15,0,2,11,12,0.95,0.85,2.32,4,3
350,3,1,1,1,0,0,0,0,0,0,8,9,4,4.75,13,0.37,0,60,2,6,16,1.06,0.91,1.12,5,NA,1,1,111892,1,5,20,2,5.05,13,0.23,0,2,6,17,1.01,1.01,0.89,5,4
351,3,1,1,1,0,0,0,0,0,1,2,27.5,3,4.25,NA,NA,0,NA,2,6,16,1.02,0.9,0.95,4,3,1,1,111792,2,10,20,4,5.05,52,0.53,0,2,6,16,1.01,1.01,0.73,4,2
359,1,1,1,1,0,0,0,0,0,1,0,22,4,4.25,26,0.17,0,100,2,7,15,1.02,0.85,0.82,3,3,1,1,111692,NA,0,26,4,5.05,26,0.25,0,2,7,16,1.05,0.87,0.82,3,2
360,1,0,1,1,0,0,0,0,0,0,3,25,2,4.25,13,0.15,1,100,2,7,15,1.06,0.84,0.89,3,3,1,1,111692,NA,5,32,7,5.05,4,0.25,0,2,7,16,1.05,0.87,0.82,3,3
361,1,0,1,1,0,0,0,0,0,0,6,13,5,4.25,26,0.22,0,100,2,7,16,1.02,0.91,0.85,3,3,1,1,110792,NA,4,23,6,5.05,26,0.18,0,2,7,16,0.9,0.93,0.92,3,2
362,2,0,1,1,0,0,0,0,0,0,6,13,NA,4.25,13,0.66,1,100,2,10.5,12.5,1.06,0.81,2.45,5,3,1,1,111292,NA,24,4,4,5.05,13,0.18,0,1,10.5,12.5,1.05,0.84,2.43,5,3
363,2,0,1,1,0,0,0,0,0,2,0,25,3,4.25,18,0.18,0,75,2,10.5,12.5,1.06,0.8,2.45,4,3,1,1,111292,NA,14,7,2,5.2,4,0.13,0,2,10.5,12.5,1.01,0.8,2.43,4,4
364,2,0,1,1,0,0,0,0,0,3,3.5,20,3,4.25,13,0.12,1,NA,2,11,12,0.95,0.85,2.45,4,4,1,1,111492,NA,1,30,4,5.05,52,0.25,0,1,10.5,12.5,1.05,0.84,2.43,5,3
366,3,0,1,1,0,0,0,0,0,3,2,17,3,4.5,13,0.25,0,50,2,10.5,11.5,1.02,0.91,0.63,5,4,1,1,111892,1,1,19,4,5.05,13,0.25,0,2,10.5,11.5,1.01,0.9,0.63,4,3
368,4,0,1,1,0,0,0,0,0,1,0,20,3,4.25,13,0.15,0,20,3,10.5,12.5,0.89,0.86,0.95,2,1,1,1,111392,NA,0,25,2,5.05,19,0.15,0,1,10.5,11.5,1,0.85,0.95,2,2
370,1,0,1,0,0,1,0,0,0,0,20,11.5,3.3,4.85,18,0.25,0,80,3,7,16,1.06,0.95,0.95,3,2,1,1,110792,NA,26,5,3,5.05,NA,0.1,1,3,7,16,NA,NA,NA,3,2
376,1,0,1,0,0,1,0,0,0,3,4,10,4,4.5,13,0.1,0,NA,2,8,14,0.95,0.95,0.96,8,4,1,1,111792,2,0,17,3,5.05,15,0.2,1,2,8,14,1.26,1.01,1,3,3
377,1,0,1,0,0,1,0,0,0,3,12,6,3,4.25,26,0.15,1,90,2,8,14,1.06,0.95,0.95,3,2,1,1,110792,NA,11,12,3,5.05,26,0.2,0,2,8,14,1.05,0.95,0.94,3,1
379,1,0,1,0,0,1,0,0,0,0,20,12,4,4.62,26,0.17,0,30,3,7,16,1.06,1.06,0.95,3,2,1,1,111792,1,28,6,3,5.05,52,0.15,1,1,7,16,1.06,1.06,1.06,3,2
380,1,0,1,0,0,1,0,0,0,0,10,15,3,4.5,52,0.2,0,50,3,7,16,1.06,0.95,0.95,3,2,1,1,110792,NA,15,14,3,5.05,26,0.13,0,1,7,16,1.05,0.94,0.94,3,2
383,1,0,1,0,0,1,0,0,0,3,6,4,2,4.5,26,0.25,0,30,1,7,16,1.15,0.95,0.95,2,2,1,1,111892,2,7,2,2,5.05,26,0.38,0,1,7,16,1.16,1.01,1.05,2,2
385,1,0,1,0,0,1,0,0,0,2,16,14,3,4.25,NA,0.15,1,25,1,7,17,NA,NA,NA,3,2,2,1,120992,4,15,14,3,5.05,28,0.1,0,2,7,17,1.16,1.22,0.41,3,3
386,1,0,1,0,0,1,0,0,0,0,0,19,3,4.25,39,0.25,0,NA,1,7,17,1.06,0.95,0.95,3,2,1,1,111692,NA,14,10,4,5.05,26,0.25,0,1,7,17,1.05,0.95,0.95,4,2
391,2,0,1,0,0,1,0,0,0,3,15,5,2,4.25,6,0.12,0,12,2,11,10,1.06,1.06,2.66,3,3,1,1,111492,2,12,7,2,5.05,NA,NA,0,2,11,10,1.05,1.05,2.64,4,3
393,2,1,1,0,0,1,0,0,0,4,4,10,3,4.62,2,0.25,0,100,2,11,11,1.17,1.27,2.77,3,2,1,1,111792,3,18,4,3,5.25,13,0.25,1,1,11,11,1.16,1.26,2.75,3,2
396,3,1,1,0,0,1,0,0,0,1,24,16,4,4.87,9,0.37,0,10,2,6,17,1.27,1.07,2.13,5,3,1,1,111192,NA,8,30,3,5.4,26,0.1,0,2,7,16,1.11,1.05,1.05,5,3
397,3,1,1,0,0,1,0,0,0,2,4,28,3,4.25,52,0.62,0,85,2,6,17,1.12,1.02,1.06,4,3,2,1,122892,9,6,15,3,5.05,52,0.24,0,2,6,17,1.17,1.06,2.11,4,3
398,3,1,1,0,0,1,0,0,0,1,14,13,4,4.75,13,0.15,0,25,2,6,17,1.12,1.06,1.06,5,4,2,1,121092,2,25,15,3,5.05,28,NA,0,2,6,17,1.11,1.06,1.05,5,3
399,3,1,1,0,0,1,0,0,0,0,13,8,3,4.87,18,0.3,1,NA,2,6,17,1.27,1.04,1.12,7,3,1,1,111192,NA,18,18,4,5.05,26,0.23,0,2,7,16,1.26,1.08,1.05,7,4
400,3,1,1,0,0,1,0,0,0,0,16,15,3,4.5,39,0.5,0,50,3,6,17,1.2,1.06,1.06,5,5,1,1,111192,NA,8,24,3,5.05,41,0.15,0,2,7,16,1.17,1.01,1.05,5,3
401,3,0,1,0,0,1,0,0,0,0,8,6,4,4.25,13,0.17,1,18,2,7,16,1.12,1.02,1.02,6,4,1,1,111792,2,5,27,4,5.05,26,0.15,0,2,6,16,1.12,1.05,1.05,6,4
402,3,1,1,0,0,1,0,0,0,2,11,10,3,4.75,26,0.25,0,20,2,6,16,1.12,1.02,1.06,4,2,1,1,111692,NA,17,5,2,5.05,26,0.13,0,2,7,15,1.11,1.05,1.05,4,1
405,3,1,1,0,0,1,0,0,0,3,6,17,3,4.32,26,0.12,0,57,2,6,17,1.12,1.02,1.06,7,4,1,1,111692,NA,1.5,15,3,5.05,26,0.15,0,2,7,16,1.12,1.01,1.05,6,3
410,1,0,1,0,0,1,0,0,0,0,0,35,3,4.25,26,0.1,0,NA,3,7,16,1.04,1.12,1.02,4,3,1,1,111692,NA,0,35,3,5.05,26,0.1,1,2,7,16,1.19,0.98,1.01,4,3
411,1,0,1,0,0,1,0,0,0,1,0,36,3,4.5,26,0.1,0,100,2,7,16,1.16,1.02,1.09,5,4,1,1,111692,NA,4,36,3,5.05,4,0.13,1,2,7,16,1.15,1.01,1.01,5,4
412,2,0,1,0,1,0,0,0,0,0,0,17,2,4.5,NA,0.37,0,18,1,11,11,1.06,1.02,2.34,5,2,1,1,111292,NA,0,13,2,5.05,NA,NA,0,1,11,11,1.15,1.05,2.64,5,3
413,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,9,0.5,0,100,1,6,17,1.12,1.02,1.06,4,3,1,1,110792,NA,0,20,3,5.05,26,0.13,1,1,7,17,1.11,1.01,1.05,4,2
414,1,0,1,0,0,1,0,0,0,0,0,36,5,4.25,26,NA,0,45,1,7,16,1.06,0.95,1.11,4,2,1,1,111692,NA,13,9,4,5.05,26,0.38,1,3,7,16,1.15,0.95,1.13,4,3
415,1,0,1,0,0,1,0,0,0,0,8,32,5,4.25,9,NA,1,65,2,7,16,1.06,0.91,0.98,5,3,1,1,110792,NA,0,38,4,5.05,52,NA,0,2,7,16,1.05,0.9,1.04,4,2
417,1,1,1,0,0,1,0,0,0,0,4,28,3,4.25,13,0.2,1,90,2,7,16,1.05,0.94,1.07,4,4,1,1,110992,NA,13,17,4,5.05,26,0.15,1,3,7,16,1.11,1.09,1,3,2
418,1,0,1,0,0,1,0,0,0,2,30,15,4,4.25,26,0.1,1,10,2,8,15,1.02,1.01,0.52,4,3,1,1,110992,NA,0,35,4,5.05,26,0.15,0,2,7,16,1.03,0.9,0.59,3,3
419,2,1,1,0,0,1,0,0,0,4,3,10,4,4.25,NA,0.5,0,15,2,11,11,1.06,0.85,2.34,4,4,2,1,121592,4,5,5,2,5.05,NA,NA,0,1,11,11,1.05,0.84,2.53,4,3
421,2,1,1,0,0,1,0,0,0,3,20,10,8,4.62,4,0.37,0,10,2,10.5,13,1.06,0.85,2.34,4,2,1,1,111792,3,25,7,8,5.05,4,1,0,2,10.5,13,1.05,0.84,2.32,4,2
422,2,0,1,0,0,1,0,0,0,2,0,7,3,4.75,NA,0.25,0,NA,2,10,11,1.06,0.85,2.34,4,2,1,1,111492,2,5,10,6,5.05,NA,NA,0,1,11,11,1.01,0.84,2.32,4,4
423,2,1,1,0,0,1,0,0,0,3,2,10,2,4.95,13,0.5,1,33,1,11,12,1.06,0.85,2.34,3,2,1,1,111492,1,19,3.5,3,5.25,13,0.5,0,1,11,11,1.05,0.84,2.32,3,2
424,2,1,1,0,0,1,0,0,0,0,3.5,6.5,3,4.75,13,0.25,0,45,1,11,11,1.06,0.85,2.34,5,3,1,1,111792,1,12,3,4,5.25,19,0.5,0,1,11,14,1.05,0.94,2.32,5,3
426,3,1,1,0,0,1,0,0,0,0,3,33,5,4.25,26,0.15,0,75,2,5,19,1.18,1.02,1.06,5,3,1,1,111192,NA,5,25,3,5.05,19,0.25,1,2,6,18,1.11,1.05,1.05,6,5
427,4,0,1,0,0,1,0,0,0,3,7,8,3,4.75,13,0.1,0,40,2,10.5,12.5,1.06,0.98,2.03,2,2,2,1,121792,4,0,35,3,5.05,NA,NA,1,2,10.5,12.5,1.11,1.09,2.07,2,2
428,4,0,1,0,0,1,0,0,0,2,0,33,3,4.62,13,0.12,0,100,2,10.5,12.5,1.06,0.98,1.06,2,2,1,1,111392,NA,10,24,3,5.14,13,0.1,0,2,10.5,12.5,1.05,0.89,2.11,2,2
